Date,Open,Close,open_bin,high_bin,low_bin,close_bin,volume_bin,rsi_3_bin,rsi_5_bin,rsi_7_bin,rsi_10_bin,rsi_14_bin,stoch_k_bin,stoch_d_bin,macd_bin,macd_signal_bin,macd_hist_bin,sma_5_bin,sma_10_bin,sma_20_bin,sma_50_bin,ema_5_bin,ema_12_bin,ema_26_bin,bb_upper_bin,bb_lower_bin,bb_middle_bin,atr_14_bin,williams_r_bin,cci_20_bin,obv_bin,adx_bin,di_plus_bin,di_minus_bin,price_change_pct_bin,volume_sma_20_bin,price_sma_20_diff_bin,price_ema_12_diff_bin
2018-06-13,37.939999,38.110001,Q3,Q2,Q2,Q3,Q1,Q3,Q2,Q3,Q4,Q3,Q3,Q2,Q3,Q3,Q3,Q3,Q3,Q2,Q2,Q3,Q3,Q3,Q2,Q3,Q2,Q1,Q3,Q3,Q3,Q2,Q3,Q2,Q3,Q1,Q3,Q3
2018-06-14,37.650002,37.130001,Q2,Q2,Q2,Q2,Q3,Q1,Q1,Q2,Q3,Q2,Q2,Q2,Q3,Q3,Q2,Q2,Q3,Q2,Q2,Q2,Q3,Q3,Q2,Q3,Q2,Q2,Q2,Q2,Q2,Q1,Q2,Q3,Q1,Q1,Q2,Q2
2018-06-15,37.0,37.41,Q2,Q2,Q2,Q2,Q1,Q2,Q2,Q1,Q2,Q2,Q2,Q2,Q3,Q3,Q2,Q2,Q3,Q3,Q2,Q2,Q3,Q3,Q2,Q3,Q3,Q2,Q2,Q2,Q3,Q1,Q2,Q3,Q3,Q1,Q2,Q2
2018-06-19,36.709999,36.259998,Q2,Q1,Q1,Q1,Q3,Q1,Q1,Q1,Q1,Q2,Q1,Q2,Q2,Q3,Q2,Q2,Q3,Q3,Q2,Q2,Q2,Q2,Q2,Q3,Q3,Q3,Q1,Q1,Q2,Q1,Q2,Q3,Q1,Q1,Q1,Q1
2018-06-20,36.259998,36.810001,Q1,Q2,Q1,Q2,Q3,Q2,Q1,Q1,Q2,Q2,Q1,Q1,Q2,Q3,Q1,Q2,Q2,Q3,Q2,Q2,Q2,Q2,Q2,Q3,Q3,Q3,Q1,Q1,Q3,Q1,Q2,Q2,Q4,Q1,Q2,Q2
2018-06-21,36.759998,36.630001,Q2,Q1,Q2,Q1,Q2,Q2,Q1,Q1,Q1,Q2,Q1,Q1,Q2,Q2,Q1,Q2,Q2,Q3,Q2,Q2,Q2,Q2,Q2,Q3,Q3,Q3,Q1,Q2,Q2,Q1,Q2,Q2,Q2,Q1,Q2,Q1
2018-06-22,36.23,36.48,Q1,Q1,Q1,Q1,Q3,Q3,Q2,Q1,Q1,Q2,Q1,Q1,Q2,Q2,Q1,Q2,Q2,Q3,Q1,Q2,Q2,Q2,Q2,Q3,Q3,Q4,Q1,Q1,Q2,Q1,Q2,Q3,Q2,Q2,Q1,Q1
2018-06-25,36.209999,36.18,Q1,Q1,Q1,Q1,Q2,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q2,Q2,Q1,Q1,Q2,Q3,Q1,Q1,Q2,Q2,Q2,Q3,Q3,Q2,Q1,Q1,Q2,Q1,Q1,Q3,Q1,Q2,Q1,Q1
2018-06-26,35.91,36.060001,Q1,Q1,Q1,Q1,Q4,Q1,Q2,Q1,Q1,Q1,Q1,Q1,Q1,Q2,Q1,Q1,Q2,Q2,Q1,Q1,Q1,Q2,Q2,Q3,Q2,Q3,Q1,Q1,Q1,Q1,Q1,Q4,Q2,Q2,Q1,Q1
2018-06-27,36.080002,35.799999,Q1,Q1,Q1,Q1,Q3,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q2,Q1,Q1,Q1,Q2,Q1,Q1,Q1,Q1,Q3,Q2,Q2,Q2,Q1,Q1,Q1,Q1,Q1,Q4,Q1,Q2,Q1,Q1
2018-06-28,35.59,35.669998,Q1,Q1,Q1,Q1,Q3,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q2,Q1,Q1,Q1,Q2,Q1,Q1,Q1,Q1,Q3,Q2,Q2,Q2,Q1,Q1,Q1,Q2,Q1,Q4,Q2,Q2,Q1,Q1
2018-06-29,35.799999,36.740002,Q1,Q1,Q1,Q2,Q4,Q3,Q3,Q2,Q2,Q1,Q2,Q1,Q1,Q1,Q1,Q1,Q1,Q2,Q1,Q1,Q1,Q1,Q3,Q2,Q2,Q2,Q2,Q2,Q1,Q2,Q1,Q4,Q4,Q2,Q2,Q2
2018-07-02,36.700001,36.369999,Q2,Q2,Q2,Q1,Q4,Q3,Q3,Q2,Q1,Q1,Q2,Q1,Q1,Q1,Q2,Q1,Q1,Q2,Q1,Q1,Q1,Q1,Q3,Q2,Q2,Q3,Q2,Q2,Q1,Q2,Q1,Q4,Q1,Q3,Q1,Q2
2018-07-03,36.52,36.200001,Q1,Q2,Q1,Q1,Q4,Q3,Q3,Q2,Q2,Q1,Q2,Q2,Q1,Q1,Q2,Q1,Q1,Q2,Q1,Q1,Q1,Q1,Q2,Q1,Q2,Q4,Q2,Q2,Q1,Q3,Q1,Q3,Q2,Q3,Q1,Q2
2018-07-04,36.330002,36.490002,Q1,Q1,Q1,Q1,Q1,Q2,Q3,Q3,Q2,Q1,Q2,Q2,Q1,Q1,Q2,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q2,Q1,Q1,Q4,Q2,Q2,Q1,Q3,Q1,Q4,Q3,Q3,Q2,Q2
2018-07-05,36.380001,35.77,Q1,Q1,Q1,Q1,Q3,Q1,Q2,Q2,Q1,Q1,Q1,Q1,Q1,Q1,Q2,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q3,Q1,Q1,Q1,Q3,Q1,Q4,Q1,Q3,Q1,Q1
2018-07-06,35.990002,36.040001,Q1,Q1,Q1,Q1,Q3,Q2,Q1,Q2,Q2,Q1,Q2,Q2,Q1,Q1,Q2,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q4,Q2,Q1,Q1,Q4,Q1,Q4,Q3,Q3,Q2,Q2
2018-07-09,36.529999,36.869999,Q1,Q1,Q2,Q2,Q4,Q3,Q3,Q3,Q2,Q2,Q4,Q2,Q1,Q1,Q2,Q1,Q1,Q1,Q2,Q1,Q1,Q1,Q1,Q1,Q1,Q3,Q4,Q2,Q1,Q4,Q2,Q3,Q4,Q3,Q2,Q3
2018-07-10,37.299999,37.16,Q2,Q2,Q2,Q2,Q2,Q4,Q3,Q3,Q3,Q2,Q3,Q2,Q1,Q1,Q3,Q1,Q1,Q1,Q2,Q1,Q1,Q1,Q1,Q2,Q1,Q3,Q3,Q3,Q2,Q4,Q2,Q3,Q3,Q3,Q2,Q3
2018-07-11,36.540001,36.509998,Q1,Q1,Q1,Q1,Q4,Q3,Q2,Q2,Q2,Q2,Q2,Q3,Q1,Q1,Q2,Q1,Q1,Q1,Q2,Q1,Q1,Q1,Q1,Q2,Q1,Q4,Q2,Q2,Q1,Q4,Q2,Q4,Q1,Q3,Q2,Q2
2018-07-12,36.599998,37.41,Q2,Q2,Q2,Q2,Q3,Q3,Q4,Q3,Q3,Q2,Q4,Q3,Q1,Q1,Q3,Q2,Q1,Q1,Q2,Q2,Q1,Q1,Q1,Q3,Q1,Q4,Q4,Q3,Q1,Q4,Q2,Q3,Q4,Q4,Q3,Q3
2018-07-13,37.779999,38.0,Q2,Q2,Q2,Q3,Q4,Q3,Q4,Q3,Q3,Q3,Q4,Q3,Q2,Q1,Q3,Q2,Q1,Q1,Q2,Q2,Q2,Q1,Q1,Q2,Q1,Q4,Q4,Q4,Q2,Q4,Q3,Q3,Q4,Q4,Q4,Q4
2018-07-16,38.0,37.779999,Q3,Q3,Q3,Q2,Q2,Q4,Q3,Q4,Q3,Q3,Q3,Q4,Q2,Q1,Q4,Q2,Q2,Q1,Q2,Q2,Q2,Q2,Q1,Q2,Q1,Q4,Q3,Q4,Q2,Q3,Q3,Q2,Q2,Q4,Q3,Q4
2018-07-17,37.599998,37.419998,Q2,Q2,Q2,Q2,Q2,Q2,Q3,Q3,Q3,Q3,Q3,Q4,Q2,Q1,Q3,Q2,Q2,Q1,Q3,Q2,Q2,Q2,Q1,Q2,Q1,Q4,Q3,Q3,Q1,Q3,Q3,Q2,Q1,Q4,Q3,Q3
2018-07-18,37.849998,37.84,Q2,Q2,Q2,Q2,Q3,Q2,Q4,Q3,Q3,Q3,Q3,Q3,Q2,Q2,Q4,Q2,Q2,Q1,Q3,Q2,Q2,Q2,Q1,Q2,Q1,Q4,Q3,Q4,Q2,Q2,Q4,Q2,Q4,Q4,Q3,Q3
2018-07-19,38.049999,37.950001,Q3,Q3,Q3,Q2,Q2,Q3,Q3,Q3,Q4,Q3,Q3,Q3,Q2,Q2,Q4,Q2,Q2,Q1,Q3,Q2,Q2,Q2,Q1,Q1,Q1,Q3,Q3,Q4,Q2,Q2,Q3,Q2,Q3,Q4,Q3,Q3
2018-07-20,38.540001,38.689999,Q3,Q3,Q3,Q3,Q4,Q4,Q3,Q4,Q4,Q3,Q4,Q4,Q3,Q2,Q4,Q3,Q2,Q1,Q3,Q3,Q2,Q3,Q1,Q1,Q1,Q3,Q4,Q4,Q2,Q2,Q3,Q2,Q4,Q4,Q4,Q4
2018-07-23,38.77,39.119999,Q3,Q3,Q3,Q3,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q3,Q2,Q4,Q3,Q3,Q2,Q3,Q3,Q3,Q3,Q3,Q1,Q2,Q2,Q4,Q4,Q3,Q1,Q4,Q2,Q4,Q4,Q4,Q4
2018-07-24,39.0,39.349998,Q3,Q3,Q3,Q3,Q2,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q3,Q2,Q4,Q3,Q3,Q2,Q3,Q3,Q3,Q3,Q3,Q1,Q2,Q2,Q4,Q4,Q3,Q1,Q4,Q2,Q3,Q4,Q4,Q4
2018-07-25,39.27,39.310001,Q3,Q3,Q3,Q3,Q1,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q3,Q2,Q4,Q3,Q3,Q3,Q3,Q3,Q3,Q3,Q3,Q1,Q3,Q2,Q4,Q4,Q3,Q1,Q4,Q1,Q2,Q4,Q4,Q4
2018-07-26,39.48,39.619999,Q3,Q4,Q4,Q4,Q2,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q3,Q4,Q3,Q3,Q3,Q3,Q3,Q3,Q3,Q3,Q1,Q3,Q1,Q4,Q4,Q4,Q1,Q4,Q1,Q3,Q4,Q4,Q4
2018-07-27,39.73,40.200001,Q4,Q4,Q4,Q4,Q1,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q3,Q4,Q3,Q3,Q3,Q3,Q4,Q3,Q3,Q3,Q1,Q3,Q1,Q4,Q4,Q4,Q2,Q4,Q1,Q4,Q4,Q4,Q4
2018-07-30,40.150002,40.02,Q4,Q4,Q4,Q4,Q1,Q4,Q4,Q4,Q4,Q4,Q3,Q4,Q4,Q3,Q4,Q4,Q3,Q3,Q3,Q4,Q3,Q3,Q3,Q1,Q3,Q1,Q3,Q4,Q3,Q2,Q4,Q1,Q2,Q3,Q4,Q4
2018-07-31,39.830002,40.18,Q4,Q4,Q4,Q4,Q2,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q3,Q3,Q3,Q4,Q3,Q3,Q3,Q2,Q3,Q1,Q4,Q3,Q4,Q2,Q4,Q1,Q3,Q3,Q4,Q4
2018-08-01,40.419998,40.650002,Q4,Q4,Q4,Q4,Q2,Q3,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q3,Q3,Q4,Q4,Q3,Q4,Q3,Q3,Q1,Q4,Q4,Q4,Q3,Q4,Q1,Q4,Q3,Q4,Q4
2018-08-02,40.66,39.380001,Q4,Q4,Q4,Q4,Q2,Q2,Q2,Q2,Q4,Q3,Q2,Q3,Q4,Q4,Q3,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q1,Q2,Q3,Q4,Q3,Q4,Q1,Q1,Q3,Q3,Q2
2018-08-03,39.950001,40.099998,Q4,Q4,Q4,Q4,Q1,Q2,Q2,Q3,Q3,Q4,Q3,Q3,Q4,Q4,Q3,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q1,Q3,Q3,Q4,Q3,Q3,Q1,Q4,Q2,Q4,Q3
2018-08-06,40.119999,40.189999,Q4,Q4,Q4,Q4,Q1,Q2,Q2,Q3,Q3,Q4,Q3,Q3,Q4,Q4,Q3,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q1,Q3,Q3,Q4,Q4,Q4,Q1,Q2,Q2,Q3,Q3
2018-08-07,40.119999,40.040001,Q4,Q4,Q4,Q4,Q1,Q4,Q2,Q2,Q2,Q4,Q3,Q3,Q4,Q4,Q3,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q1,Q3,Q3,Q4,Q4,Q3,Q1,Q2,Q2,Q3,Q3
2018-08-08,40.34,40.689999,Q4,Q4,Q4,Q4,Q1,Q4,Q2,Q3,Q3,Q4,Q4,Q3,Q4,Q4,Q3,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q1,Q4,Q3,Q4,Q4,Q4,Q1,Q4,Q2,Q4,Q4
2018-08-09,40.490002,40.509998,Q4,Q4,Q4,Q4,Q1,Q3,Q4,Q2,Q3,Q3,Q3,Q4,Q4,Q4,Q2,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q1,Q3,Q3,Q4,Q4,Q3,Q1,Q2,Q1,Q3,Q3
2018-08-10,40.130001,40.130001,Q4,Q4,Q4,Q4,Q1,Q2,Q2,Q2,Q2,Q3,Q2,Q3,Q4,Q4,Q2,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q1,Q2,Q2,Q4,Q4,Q3,Q1,Q1,Q1,Q2,Q2
2018-08-13,39.619999,38.619999,Q4,Q3,Q3,Q3,Q4,Q1,Q1,Q2,Q1,Q2,Q1,Q2,Q3,Q4,Q1,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q2,Q1,Q2,Q3,Q4,Q2,Q3,Q1,Q1,Q1,Q1
2018-08-14,38.970001,39.02,Q3,Q3,Q3,Q3,Q2,Q1,Q1,Q1,Q1,Q2,Q2,Q2,Q3,Q4,Q1,Q4,Q4,Q4,Q4,Q3,Q4,Q4,Q4,Q4,Q4,Q3,Q2,Q1,Q3,Q3,Q2,Q3,Q3,Q1,Q2,Q1
2018-08-15,38.970001,38.330002,Q3,Q3,Q3,Q3,Q4,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q3,Q4,Q1,Q3,Q4,Q4,Q4,Q3,Q4,Q4,Q4,Q4,Q4,Q3,Q1,Q1,Q3,Q3,Q1,Q4,Q1,Q1,Q1,Q1
2018-08-16,37.919998,38.48,Q2,Q3,Q3,Q3,Q4,Q2,Q1,Q1,Q2,Q1,Q1,Q1,Q2,Q3,Q1,Q3,Q4,Q4,Q4,Q3,Q4,Q4,Q3,Q4,Q4,Q4,Q1,Q1,Q4,Q3,Q1,Q4,Q3,Q2,Q1,Q1
2018-08-17,38.630001,38.25,Q3,Q3,Q3,Q3,Q3,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q2,Q3,Q1,Q3,Q3,Q4,Q4,Q3,Q3,Q4,Q4,Q4,Q4,Q4,Q1,Q1,Q3,Q3,Q1,Q4,Q1,Q2,Q1,Q1
2018-08-20,38.41,38.490002,Q2,Q2,Q2,Q2,Q1,Q3,Q2,Q1,Q2,Q2,Q2,Q2,Q2,Q4,Q2,Q2,Q2,Q2,Q1,Q2,Q2,Q1,Q1,Q3,Q2,Q3,Q2,Q1,Q2,Q4,Q2,Q3,Q3,Q1,Q2,Q2
2018-08-21,38.599998,39.080002,Q2,Q2,Q2,Q2,Q1,Q4,Q3,Q2,Q2,Q2,Q3,Q2,Q2,Q4,Q2,Q2,Q2,Q2,Q1,Q2,Q2,Q2,Q1,Q3,Q2,Q3,Q3,Q2,Q3,Q3,Q2,Q3,Q4,Q1,Q2,Q3
2018-08-22,39.099998,39.119999,Q2,Q2,Q2,Q2,Q1,Q4,Q4,Q3,Q2,Q3,Q3,Q3,Q2,Q4,Q2,Q2,Q2,Q2,Q1,Q2,Q2,Q2,Q1,Q3,Q2,Q2,Q3,Q2,Q3,Q4,Q2,Q3,Q3,Q1,Q2,Q3
2018-08-23,39.220001,39.5,Q2,Q2,Q2,Q3,Q1,Q4,Q4,Q3,Q2,Q2,Q3,Q3,Q2,Q3,Q2,Q2,Q2,Q2,Q1,Q2,Q2,Q2,Q1,Q3,Q2,Q1,Q3,Q3,Q3,Q3,Q2,Q3,Q4,Q1,Q3,Q3
2018-08-24,39.299999,39.27,Q2,Q2,Q2,Q2,Q1,Q3,Q4,Q4,Q2,Q2,Q3,Q3,Q3,Q3,Q2,Q2,Q2,Q2,Q1,Q2,Q2,Q2,Q1,Q3,Q2,Q1,Q3,Q2,Q3,Q3,Q2,Q3,Q2,Q1,Q3,Q3
2018-08-27,39.689999,39.889999,Q3,Q3,Q3,Q3,Q2,Q4,Q4,Q4,Q4,Q3,Q4,Q3,Q3,Q3,Q3,Q2,Q2,Q2,Q1,Q2,Q2,Q2,Q1,Q3,Q2,Q3,Q4,Q3,Q4,Q3,Q2,Q3,Q4,Q1,Q3,Q4
2018-08-28,40.299999,40.349998,Q3,Q3,Q4,Q3,Q2,Q4,Q4,Q4,Q4,Q2,Q4,Q4,Q3,Q3,Q3,Q2,Q2,Q2,Q1,Q2,Q2,Q2,Q1,Q3,Q2,Q2,Q4,Q4,Q4,Q3,Q2,Q3,Q4,Q1,Q4,Q4
2018-08-29,40.650002,41.139999,Q4,Q4,Q4,Q4,Q3,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q3,Q4,Q3,Q2,Q2,Q1,Q3,Q2,Q2,Q1,Q2,Q2,Q3,Q4,Q4,Q4,Q2,Q3,Q3,Q4,Q1,Q4,Q4
2018-08-30,41.630001,41.23,Q4,Q4,Q4,Q4,Q2,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q3,Q4,Q3,Q2,Q2,Q1,Q4,Q3,Q2,Q2,Q2,Q2,Q3,Q4,Q4,Q4,Q2,Q4,Q3,Q3,Q1,Q4,Q4
2018-08-31,40.849998,40.860001,Q4,Q4,Q4,Q4,Q2,Q3,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q3,Q2,Q2,Q4,Q3,Q2,Q3,Q2,Q2,Q1,Q4,Q4,Q4,Q3,Q4,Q1,Q2,Q1,Q4,Q4
2018-09-03,41.040001,40.34,Q4,Q4,Q4,Q3,Q1,Q2,Q3,Q3,Q4,Q4,Q3,Q4,Q4,Q4,Q4,Q4,Q3,Q2,Q2,Q4,Q3,Q2,Q3,Q2,Q2,Q2,Q3,Q4,Q4,Q3,Q4,Q1,Q1,Q1,Q4,Q3
2018-09-04,40.669998,40.860001,Q4,Q4,Q4,Q4,Q1,Q2,Q3,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q3,Q3,Q2,Q4,Q4,Q3,Q3,Q2,Q3,Q1,Q4,Q4,Q4,Q3,Q4,Q1,Q4,Q1,Q4,Q4
2018-09-05,40.779999,40.689999,Q4,Q4,Q4,Q4,Q1,Q3,Q2,Q3,Q4,Q4,Q3,Q3,Q4,Q4,Q4,Q4,Q4,Q3,Q2,Q4,Q4,Q3,Q3,Q2,Q3,Q1,Q3,Q4,Q4,Q3,Q4,Q1,Q2,Q2,Q4,Q3
2018-09-06,40.529999,40.279999,Q3,Q3,Q3,Q3,Q1,Q3,Q2,Q3,Q3,Q4,Q3,Q3,Q4,Q4,Q4,Q4,Q4,Q3,Q2,Q4,Q4,Q4,Q3,Q2,Q3,Q1,Q3,Q3,Q4,Q3,Q4,Q1,Q1,Q2,Q4,Q3
2018-09-07,39.959999,39.950001,Q3,Q3,Q3,Q3,Q2,Q1,Q2,Q2,Q3,Q4,Q3,Q3,Q4,Q4,Q3,Q4,Q4,Q2,Q2,Q3,Q4,Q4,Q3,Q2,Q2,Q1,Q3,Q3,Q4,Q3,Q4,Q1,Q2,Q2,Q3,Q3
2018-09-10,40.16,39.439999,Q3,Q3,Q3,Q2,Q3,Q1,Q2,Q1,Q3,Q3,Q2,Q3,Q4,Q4,Q3,Q3,Q4,Q3,Q2,Q3,Q3,Q3,Q3,Q2,Q3,Q1,Q2,Q3,Q3,Q2,Q4,Q2,Q1,Q2,Q2,Q2
2018-09-11,39.470001,39.490002,Q2,Q2,Q2,Q2,Q2,Q1,Q1,Q2,Q2,Q3,Q2,Q2,Q3,Q4,Q2,Q3,Q4,Q3,Q3,Q3,Q3,Q3,Q3,Q2,Q3,Q2,Q2,Q2,Q4,Q2,Q4,Q2,Q3,Q2,Q2,Q2
2018-09-12,39.650002,39.419998,Q3,Q2,Q2,Q2,Q3,Q1,Q1,Q2,Q1,Q3,Q2,Q2,Q3,Q4,Q2,Q3,Q4,Q3,Q3,Q2,Q3,Q3,Q3,Q3,Q3,Q2,Q2,Q2,Q3,Q2,Q4,Q2,Q2,Q2,Q2,Q2
2018-09-13,39.610001,39.200001,Q2,Q2,Q2,Q2,Q2,Q2,Q1,Q1,Q1,Q3,Q1,Q1,Q2,Q3,Q2,Q2,Q3,Q3,Q3,Q2,Q2,Q3,Q2,Q3,Q3,Q2,Q1,Q2,Q2,Q2,Q4,Q2,Q2,Q2,Q2,Q2
2018-09-14,39.610001,40.59,Q2,Q3,Q3,Q4,Q3,Q4,Q3,Q3,Q3,Q4,Q3,Q2,Q3,Q3,Q3,Q2,Q3,Q3,Q3,Q3,Q3,Q3,Q2,Q3,Q3,Q3,Q3,Q3,Q3,Q2,Q4,Q2,Q4,Q2,Q4,Q4
2018-09-17,40.459999,39.919998,Q3,Q3,Q3,Q3,Q3,Q3,Q3,Q3,Q3,Q2,Q2,Q2,Q3,Q3,Q3,Q3,Q3,Q3,Q3,Q3,Q3,Q3,Q2,Q3,Q3,Q3,Q2,Q3,Q2,Q2,Q3,Q2,Q1,Q2,Q3,Q3
2018-09-18,39.59,39.560001,Q2,Q3,Q3,Q3,Q2,Q3,Q3,Q2,Q2,Q2,Q2,Q2,Q2,Q2,Q3,Q3,Q3,Q4,Q3,Q3,Q3,Q3,Q2,Q4,Q4,Q3,Q2,Q2,Q2,Q2,Q2,Q2,Q2,Q2,Q2,Q2
2018-09-19,39.91,40.220001,Q3,Q3,Q3,Q3,Q1,Q2,Q3,Q3,Q3,Q2,Q3,Q3,Q2,Q2,Q3,Q3,Q2,Q4,Q3,Q3,Q3,Q3,Q1,Q4,Q4,Q2,Q3,Q3,Q2,Q2,Q2,Q2,Q4,Q2,Q3,Q3
2018-09-20,40.509998,40.0,Q3,Q3,Q3,Q3,Q2,Q3,Q3,Q3,Q3,Q2,Q3,Q3,Q2,Q2,Q3,Q3,Q2,Q4,Q3,Q3,Q3,Q3,Q1,Q4,Q4,Q2,Q3,Q3,Q2,Q1,Q3,Q1,Q2,Q2,Q3,Q3
2018-09-21,40.380001,40.669998,Q3,Q3,Q3,Q4,Q3,Q4,Q3,Q3,Q3,Q3,Q4,Q3,Q3,Q2,Q3,Q3,Q3,Q4,Q4,Q3,Q3,Q4,Q2,Q4,Q4,Q2,Q4,Q3,Q3,Q1,Q3,Q2,Q4,Q3,Q3,Q4
2018-09-25,40.529999,40.830002,Q3,Q4,Q4,Q4,Q2,Q4,Q3,Q4,Q4,Q3,Q4,Q4,Q3,Q2,Q4,Q3,Q3,Q4,Q4,Q4,Q4,Q4,Q2,Q4,Q4,Q2,Q4,Q4,Q3,Q1,Q3,Q2,Q3,Q3,Q4,Q4
2018-09-26,40.73,40.77,Q4,Q4,Q4,Q4,Q1,Q4,Q4,Q3,Q4,Q3,Q4,Q4,Q3,Q2,Q4,Q4,Q3,Q4,Q4,Q4,Q4,Q4,Q2,Q4,Q4,Q1,Q4,Q4,Q3,Q1,Q3,Q2,Q3,Q3,Q3,Q4
2018-09-27,40.599998,40.970001,Q4,Q4,Q4,Q4,Q2,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q2,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q2,Q4,Q4,Q1,Q4,Q4,Q4,Q1,Q3,Q1,Q3,Q3,Q4,Q4
2018-09-28,41.150002,40.700001,Q4,Q4,Q4,Q4,Q3,Q2,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q2,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q2,Q4,Q4,Q1,Q4,Q4,Q3,Q1,Q3,Q1,Q2,Q3,Q3,Q3
2018-10-01,40.830002,41.110001,Q4,Q4,Q4,Q4,Q1,Q3,Q3,Q4,Q3,Q4,Q4,Q4,Q4,Q3,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q2,Q4,Q4,Q1,Q4,Q4,Q3,Q1,Q3,Q1,Q4,Q3,Q4,Q4
2018-10-02,41.009998,40.02,Q4,Q4,Q3,Q3,Q3,Q2,Q2,Q3,Q3,Q3,Q3,Q4,Q3,Q3,Q3,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q2,Q4,Q4,Q2,Q3,Q3,Q2,Q1,Q3,Q1,Q1,Q3,Q3,Q2
2018-10-03,40.060001,40.009998,Q3,Q3,Q3,Q3,Q2,Q2,Q2,Q2,Q3,Q3,Q2,Q3,Q3,Q3,Q3,Q4,Q4,Q4,Q4,Q3,Q4,Q4,Q1,Q4,Q4,Q2,Q2,Q3,Q2,Q1,Q3,Q1,Q3,Q3,Q3,Q2
2018-10-04,39.630001,38.889999,Q3,Q2,Q2,Q2,Q3,Q1,Q1,Q1,Q2,Q3,Q1,Q2,Q2,Q2,Q2,Q3,Q4,Q4,Q4,Q3,Q4,Q4,Q1,Q4,Q4,Q3,Q1,Q1,Q2,Q1,Q3,Q2,Q1,Q3,Q2,Q2
2018-10-05,38.66,37.77,Q2,Q2,Q2,Q2,Q4,Q1,Q1,Q1,Q2,Q2,Q1,Q2,Q2,Q2,Q2,Q2,Q3,Q3,Q4,Q2,Q2,Q4,Q3,Q3,Q3,Q3,Q1,Q1,Q2,Q1,Q2,Q3,Q1,Q3,Q2,Q1
2018-10-08,37.360001,37.299999,Q2,Q2,Q2,Q2,Q4,Q1,Q1,Q1,Q1,Q2,Q1,Q1,Q2,Q2,Q2,Q2,Q3,Q3,Q4,Q2,Q2,Q3,Q3,Q2,Q3,Q3,Q1,Q1,Q1,Q1,Q2,Q3,Q1,Q3,Q2,Q1
2018-10-09,37.540001,37.400002,Q2,Q2,Q2,Q2,Q4,Q1,Q1,Q1,Q1,Q2,Q1,Q1,Q2,Q2,Q1,Q2,Q2,Q3,Q4,Q2,Q2,Q2,Q3,Q2,Q3,Q3,Q1,Q1,Q1,Q2,Q2,Q3,Q3,Q3,Q2,Q2
2018-10-11,35.099998,31.65,Q1,Q1,Q1,Q1,Q4,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q3,Q1,Q1,Q2,Q4,Q1,Q1,Q4,Q1,Q1,Q1,Q2,Q1,Q4,Q1,Q4,Q1,Q1
2018-10-12,31.68,33.779999,Q1,Q1,Q1,Q1,Q4,Q2,Q2,Q1,Q1,Q1,Q2,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q3,Q1,Q1,Q1,Q4,Q1,Q1,Q4,Q2,Q1,Q1,Q3,Q1,Q4,Q4,Q4,Q1,Q1
